typing_wpm,chars_per_min,avg_hold_ms,avg_flight_ms,error_rate,pause_count,avg_pause_ms,typing_variance,avg_cursor_speed,movement_distance,click_rate,double_click_rate,scroll_rate,idle_time_pct,avg_hover_ms,avg_acceleration,movement_smoothness,label
58,315,66.0,87.0,0.0078,2,726.0,0.0593,422.0,3536.0,7.0,0.8656,8.3168,0.0474,284.0,0.0,0.8317,low
73,266,95.0,57.0,0.0266,2,638.0,0.0781,445.0,2814.0,9.0,1.4385,7.3675,0.0736,256.0,0.0,0.8788,low
26,90,146.0,144.0,0.0674,7,2355.0,0.3099,152.0,612.0,21.0,3.8376,10.6632,0.4422,476.0,0.0,0.467,high
33,264,127.0,122.0,0.0617,3,1213.0,0.1174,170.0,2502.0,11.0,0.7747,11.0511,0.2302,303.0,0.0,0.6726,medium
44,223,107.0,88.0,0.045,4,1515.0,0.2074,298.0,1728.0,9.0,1.3003,10.1852,0.1454,428.0,0.0,0.7447,medium
52,318,101.0,75.0,0.0177,0,896.0,0.067,415.0,3176.0,5.0,0.9905,5.1258,0.0664,321.0,0.0,0.7913,low
28,140,167.0,141.0,0.1114,8,2794.0,0.324,185.0,996.0,18.0,4.0947,10.8988,0.3522,605.0,0.0,0.4737,high
48,257,122.0,122.0,0.0733,4,1734.0,0.1517,352.0,2403.0,8.0,2.5626,8.1734,0.1124,396.0,0.0,0.562,medium
50,216,115.0,124.0,0.0594,4,1089.0,0.1676,384.0,2499.0,8.0,1.4617,9.5381,0.1963,453.0,0.0,0.6508,medium
38,242,122.0,97.0,0.0414,4,1448.0,0.1642,358.0,2282.0,11.0,1.967,5.153,0.1155,432.0,0.0,0.5808,medium
47,301,99.0,79.0,0.025,1,730.0,0.0792,479.0,3029.0,8.0,0.8025,4.9053,0.061,306.0,0.0,0.8309,low
32,122,134.0,133.0,0.097,8,2118.0,0.4016,127.0,857.0,15.0,4.2138,18.7484,0.3094,635.0,0.0,0.438,high
53,321,87.0,55.0,0.0151,0,884.0,0.0941,472.0,2982.0,10.0,1.2399,4.7159,0.0807,245.0,0.0,0.7842,low
55,196,139.0,117.0,0.0526,4,1283.0,0.1541,233.0,2271.0,6.0,3.2113,2.9091,0.1417,483.0,0.0,0.6675,medium
32,98,167.0,152.0,0.1242,6,1529.0,0.3572,191.0,605.0,20.0,3.5539,16.0623,0.3186,565.0,0.0,0.4132,high
47,389,77.0,89.0,0.0208,2,776.0,0.0539,354.0,3731.0,12.0,1.1896,5.0162,0.0534,253.0,0.0,0.8141,low
35,194,120.0,109.0,0.0464,4,1526.0,0.1658,292.0,1952.0,12.0,1.2323,10.9333,0.1272,316.0,0.0,0.7177,medium
21,137,163.0,143.0,0.1048,8,1423.0,0.2087,157.0,1566.0,21.0,3.5414,11.5285,0.2768,619.0,0.0,0.3432,high
40,173,94.0,110.0,0.0624,1,1170.0,0.1386,311.0,1960.0,9.0,1.6047,8.6154,0.1661,302.0,0.0,0.6538,medium
61,348,102.0,90.0,0.0073,1,796.0,0.0653,334.0,3645.0,10.0,0.6599,8.4893,0.0852,316.0,0.0,0.7849,low
68,317,94.0,87.0,0.0214,0,737.0,0.0766,465.0,2839.0,6.0,0.6943,4.6482,0.0538,349.0,0.0,0.8182,low
35,104,144.0,150.0,0.1266,8,1638.0,0.3707,228.0,1108.0,14.0,2.5619,16.0265,0.1961,539.0,0.0,0.3549,high
40,261,124.0,91.0,0.0483,3,1270.0,0.1824,261.0,2364.0,10.0,2.0589,10.1075,0.1432,445.0,0.0,0.6341,medium
63,271,89.0,68.0,0.0107,1,927.0,0.0811,390.0,2907.0,6.0,0.8505,4.6392,0.0558,375.0,0.0,0.8746,low
37,169,172.0,138.0,0.1618,6,1680.0,0.1803,204.0,1265.0,21.0,4.0028,14.8278,0.369,513.0,0.0,0.3681,high
53,285,92.0,66.0,0.0064,0,905.0,0.1214,412.0,3234.0,9.0,0.8426,4.9647,0.1033,232.0,0.0,0.8967,low
46,206,136.0,104.0,0.0642,3,663.0,0.1664,246.0,2195.0,15.0,1.5626,6.1545,0.1363,451.0,0.0,0.6277,medium
43,196,109.0,81.0,0.0515,4,1484.0,0.2218,347.0,2031.0,14.0,2.0315,9.3371,0.2057,444.0,0.0,0.7525,medium
34,146,121.0,110.0,0.0397,4,1625.0,0.1979,442.0,2095.0,14.0,1.5874,5.5601,0.1039,398.0,0.0,0.7064,medium
55,338,100.0,81.0,0.0305,2,1071.0,0.0559,498.0,2780.0,8.0,0.8222,5.1045,0.0619,272.0,0.0,0.7816,low
39,161,162.0,108.0,0.1087,7,2539.0,0.3334,164.0,875.0,12.0,3.1651,17.1661,0.3176,574.0,0.0,0.4703,high
29,86,154.0,166.0,0.1169,8,2118.0,0.254,183.0,1013.0,17.0,3.1217,15.3732,0.3125,458.0,0.0,0.5655,high
43,283,105.0,127.0,0.0478,3,1327.0,0.1646,384.0,2244.0,11.0,0.8912,7.8122,0.1754,322.0,0.0,0.6617,medium
17,120,146.0,155.0,0.1036,8,1748.0,0.2834,202.0,1057.0,14.0,2.5305,9.5895,0.4198,343.0,0.0,0.3838,high
34,207,120.0,113.0,0.0631,4,1359.0,0.1881,295.0,1716.0,12.0,1.6469,8.5276,0.1363,433.0,0.0,0.5918,medium
37,203,110.0,107.0,0.0612,4,1858.0,0.2085,305.0,2275.0,14.0,1.5595,7.2281,0.1434,345.0,0.0,0.5461,medium
35,162,176.0,131.0,0.149,7,1771.0,0.3497,130.0,1171.0,19.0,3.8916,10.6136,0.4216,695.0,0.0,0.3664,high
50,317,92.0,82.0,0.0235,2,939.0,0.066,370.0,2967.0,7.0,0.6829,3.7136,0.0603,203.0,0.0,0.7428,low
48,265,150.0,73.0,0.0519,4,1536.0,0.1358,305.0,1394.0,8.0,2.2092,9.9146,0.1611,511.0,0.0,0.68,medium
19,137,154.0,146.0,0.0453,6,1716.0,0.2972,153.0,813.0,16.0,3.3583,14.13,0.3246,609.0,0.0,0.4923,high
64,381,96.0,72.0,0.0146,0,549.0,0.0531,296.0,2877.0,7.0,1.5424,5.3573,0.0773,246.0,0.0,0.8214,low
21,113,148.0,149.0,0.1003,8,1529.0,0.3574,153.0,993.0,15.0,3.34,14.2963,0.3642,666.0,0.0,0.4054,high
44,243,111.0,112.0,0.0447,3,1343.0,0.2348,235.0,2352.0,11.0,1.2539,5.6377,0.1254,528.0,0.0,0.5992,medium
51,162,89.0,136.0,0.0785,3,1251.0,0.1155,337.0,1879.0,15.0,2.0029,8.4106,0.1585,489.0,0.0,0.6579,medium
51,269,115.0,108.0,0.0379,4,1727.0,0.1493,311.0,1918.0,11.0,2.4175,11.8584,0.1524,486.0,0.0,0.72,medium
25,115,153.0,133.0,0.1368,6,2236.0,0.4152,151.0,1283.0,18.0,2.7516,14.9476,0.3958,618.0,0.0,0.4765,high
32,158,133.0,146.0,0.056,6,1488.0,0.3664,177.0,1206.0,16.0,2.7729,15.9724,0.3885,674.0,0.0,0.4503,high
43,245,122.0,104.0,0.0455,4,1482.0,0.1555,231.0,2370.0,16.0,0.9857,10.561,0.1291,226.0,0.0,0.6815,medium
16,119,150.0,128.0,0.1104,4,2776.0,0.2338,112.0,1342.0,17.0,3.6701,11.4376,0.468,628.0,0.0,0.3467,high
55,245,77.0,54.0,0.0186,0,649.0,0.0826,445.0,3405.0,10.0,0.693,2.5848,0.0,297.0,0.0,0.762,low
52,191,108.0,91.0,0.0438,4,1404.0,0.1377,279.0,2100.0,10.0,1.4745,7.2266,0.0831,340.0,0.0,0.7761,medium
24,85,141.0,133.0,0.0928,9,1658.0,0.4108,213.0,1445.0,18.0,3.5754,15.0275,0.3093,448.0,0.0,0.3543,high
65,292,88.0,74.0,0.0225,0,828.0,0.0587,547.0,3573.0,5.0,0.8389,6.6345,0.0636,346.0,0.0,0.8317,low
36,64,179.0,116.0,0.1203,7,1340.0,0.3399,162.0,862.0,20.0,2.2101,15.8434,0.3399,675.0,0.0,0.348,high
65,305,98.0,74.0,0.0159,2,760.0,0.0509,306.0,3618.0,2.0,0.2932,5.0877,0.0862,168.0,0.0,0.7384,low
51,224,126.0,85.0,0.043,5,896.0,0.1632,341.0,2668.0,9.0,2.0192,11.4183,0.1572,345.0,0.0,0.6858,medium
30,217,119.0,114.0,0.0538,3,1529.0,0.2496,342.0,1739.0,16.0,1.9573,11.6945,0.2293,532.0,0.0,0.6524,medium
46,190,139.0,111.0,0.0496,4,1420.0,0.1509,290.0,1788.0,15.0,0.939,7.6052,0.212,387.0,0.0,0.7219,medium
52,293,83.0,68.0,0.0183,1,677.0,0.056,414.0,3404.0,7.0,0.668,6.2308,0.051,239.0,0.0,0.8177,low
53,255,96.0,85.0,0.0128,1,865.0,0.0856,463.0,2994.0,11.0,1.2892,4.7375,0.0277,276.0,0.0,0.7955,low
52,240,91.0,106.0,0.0582,4,1615.0,0.1785,333.0,1919.0,15.0,2.1191,8.1842,0.1411,542.0,0.0,0.6263,medium
65,310,88.0,88.0,0.0177,1,844.0,0.1093,541.0,3152.0,6.0,1.1869,4.1466,0.0446,281.0,0.0,0.7557,low
53,241,122.0,97.0,0.043,3,1460.0,0.185,363.0,1833.0,9.0,1.7405,10.04,0.1361,287.0,0.0,0.5652,medium
20,113,150.0,132.0,0.1023,9,1837.0,0.2984,176.0,1072.0,12.0,3.6311,10.7132,0.3728,491.0,0.0,0.4007,high
71,319,103.0,70.0,0.022,3,1269.0,0.0724,453.0,3337.0,11.0,0.9997,4.5543,0.0643,346.0,0.0,0.842,low
53,363,96.0,91.0,0.0267,1,811.0,0.0724,514.0,3539.0,8.0,0.6245,8.2313,0.071,209.0,0.0,0.7982,low
55,330,95.0,77.0,0.0158,1,749.0,0.0705,466.0,3369.0,8.0,0.908,4.9705,0.0996,170.0,0.0,0.7898,low
67,277,86.0,64.0,0.0233,3,905.0,0.0722,423.0,2609.0,2.0,0.9347,3.8041,0.0554,314.0,0.0,0.8204,low
20,135,185.0,149.0,0.1074,9,2237.0,0.3572,152.0,1200.0,24.0,4.0822,11.3539,0.3718,710.0,0.0,0.4402,high
40,247,102.0,94.0,0.0607,5,1352.0,0.161,305.0,2316.0,9.0,2.83,7.534,0.1199,275.0,0.0,0.6102,medium
59,295,103.0,73.0,0.0206,0,837.0,0.071,413.0,3064.0,9.0,0.7211,3.8636,0.0909,334.0,0.0,0.8181,low
40,136,105.0,80.0,0.1137,7,2499.0,0.3184,166.0,1120.0,15.0,2.1254,15.7523,0.3,545.0,0.0,0.4475,high
44,191,100.0,89.0,0.0619,3,1396.0,0.2001,281.0,1948.0,12.0,0.964,8.4059,0.199,467.0,0.0,0.6534,medium
50,381,82.0,88.0,0.0202,1,888.0,0.0508,368.0,3206.0,7.0,0.6678,3.794,0.0663,295.0,0.0,0.8278,low
43,186,136.0,117.0,0.0619,3,1305.0,0.1637,243.0,2189.0,14.0,2.1803,8.3492,0.1711,335.0,0.0,0.6792,medium
52,171,136.0,110.0,0.0547,3,1050.0,0.1821,280.0,2099.0,12.0,2.3575,9.7751,0.2208,220.0,0.0,0.6173,medium
79,295,92.0,93.0,0.0219,2,1062.0,0.0815,351.0,3389.0,10.0,0.884,3.6272,0.0583,269.0,0.0,0.8862,low
23,92,161.0,133.0,0.1012,7,1352.0,0.4168,218.0,1298.0,20.0,3.1043,17.8909,0.2885,684.0,0.0,0.3698,high
39,205,111.0,134.0,0.0416,4,1218.0,0.1446,315.0,1855.0,17.0,2.198,10.7398,0.1828,584.0,0.0,0.6625,medium
46,196,91.0,86.0,0.0428,5,1620.0,0.1887,300.0,2049.0,20.0,2.1394,6.7567,0.23,489.0,0.0,0.6319,medium
65,362,96.0,80.0,0.0136,2,680.0,0.1005,455.0,3533.0,7.0,0.9569,5.0452,0.0773,282.0,0.0,0.8706,low
63,314,96.0,82.0,0.0248,1,822.0,0.0732,432.0,2902.0,8.0,0.8648,5.5553,0.0856,296.0,0.0,0.9179,low
23,149,161.0,149.0,0.1339,7,2188.0,0.3001,109.0,1223.0,12.0,3.8436,17.7709,0.3783,703.0,0.0,0.3873,high
26,90,130.0,146.0,0.0571,5,2396.0,0.2323,142.0,1264.0,19.0,2.9173,12.4801,0.3698,549.0,0.0,0.4874,high
53,335,67.0,81.0,0.0108,2,735.0,0.0969,456.0,3000.0,10.0,0.6471,2.395,0.0577,251.0,0.0,0.7727,low
59,297,97.0,79.0,0.0134,1,404.0,0.0709,375.0,3337.0,8.0,0.8304,2.8381,0.0523,281.0,0.0,0.8951,low
46,229,115.0,102.0,0.0588,3,1448.0,0.1629,283.0,2015.0,16.0,1.5971,7.1923,0.1742,349.0,0.0,0.6165,medium
19,139,132.0,185.0,0.0737,8,1191.0,0.3386,147.0,1077.0,21.0,3.589,16.1112,0.2941,673.0,0.0,0.2446,high
32,117,154.0,167.0,0.0726,7,2039.0,0.4303,208.0,1359.0,14.0,2.512,13.2241,0.3964,568.0,0.0,0.4197,high
38,188,125.0,105.0,0.0664,4,1202.0,0.2532,400.0,1587.0,12.0,1.366,9.046,0.1972,251.0,0.0,0.5649,medium
62,316,93.0,93.0,0.0229,2,738.0,0.0999,456.0,2658.0,10.0,0.8501,8.2775,0.0502,323.0,0.0,0.7888,low
70,277,77.0,102.0,0.0259,1,530.0,0.0616,541.0,2565.0,9.0,1.1009,4.5165,0.0508,215.0,0.0,0.7505,low
45,177,107.0,104.0,0.0592,3,1688.0,0.1784,349.0,2834.0,8.0,1.8704,8.0169,0.1658,315.0,0.0,0.7507,medium
64,350,92.0,60.0,0.0152,1,1116.0,0.0369,444.0,2882.0,8.0,1.2134,7.0031,0.1071,319.0,0.0,0.8066,low
52,293,105.0,94.0,0.0221,2,733.0,0.0709,412.0,3077.0,7.0,0.956,5.0277,0.0785,182.0,0.0,0.8205,low
45,195,125.0,96.0,0.0578,4,1521.0,0.2304,323.0,2350.0,10.0,1.0195,6.4087,0.1196,393.0,0.0,0.7551,medium
62,360,86.0,80.0,0.0163,1,1106.0,0.1092,533.0,3149.0,8.0,1.3758,3.813,0.0744,301.0,0.0,0.765,low
46,222,131.0,95.0,0.0703,4,1800.0,0.2372,323.0,2133.0,13.0,2.3636,10.9049,0.1273,387.0,0.0,0.6858,medium
46,217,139.0,90.0,0.0597,3,1246.0,0.2048,239.0,1586.0,15.0,2.735,10.3867,0.1705,377.0,0.0,0.627,medium
17,70,113.0,134.0,0.0743,7,2421.0,0.2685,176.0,667.0,15.0,2.68,13.9732,0.3195,877.0,0.0,0.5576,high
63,254,103.0,79.0,0.0042,1,572.0,0.0599,426.0,2937.0,9.0,1.3402,4.3047,0.0409,314.0,0.0,0.8404,low
74,303,90.0,92.0,0.0145,1,871.0,0.0821,395.0,3361.0,5.0,1.199,3.2025,0.094,262.0,0.0,0.8144,low
27,111,149.0,143.0,0.1096,7,2462.0,0.2047,127.0,973.0,20.0,0.3018,12.8827,0.3045,456.0,0.0,0.488,high
66,283,97.0,77.0,0.0107,2,884.0,0.088,401.0,3023.0,10.0,1.1449,6.0936,0.0729,316.0,0.0,0.8069,low
23,160,191.0,166.0,0.0892,8,2290.0,0.3316,148.0,1586.0,16.0,3.2897,12.6612,0.1493,454.0,0.0,0.4815,high
64,350,105.0,81.0,0.0203,1,895.0,0.0736,417.0,3071.0,11.0,0.8832,5.3386,0.0705,253.0,0.0,0.7392,low
62,308,92.0,84.0,0.0396,1,1047.0,0.0998,336.0,2491.0,7.0,0.7926,3.1331,0.0727,229.0,0.0,0.8196,low
69,324,82.0,74.0,0.0372,2,1037.0,0.0268,274.0,3093.0,8.0,0.9921,2.8343,0.0853,265.0,0.0,0.6768,low
64,271,99.0,106.0,0.0114,2,868.0,0.1016,316.0,3640.0,8.0,1.1796,3.2937,0.0844,397.0,0.0,0.6648,low
66,357,84.0,90.0,0.0278,0,867.0,0.0839,433.0,3149.0,6.0,0.9002,5.5025,0.0664,303.0,0.0,0.8373,low
52,322,113.0,70.0,0.0048,1,730.0,0.1111,428.0,2955.0,4.0,0.8382,6.912,0.0923,374.0,0.0,0.8394,low
41,196,165.0,121.0,0.0172,5,1232.0,0.1455,334.0,2097.0,14.0,0.473,6.8194,0.1454,442.0,0.0,0.6048,medium
24,96,125.0,167.0,0.1053,5,1741.0,0.32,193.0,886.0,16.0,1.6636,17.8803,0.2722,712.0,0.0,0.4701,high
48,237,120.0,114.0,0.0487,4,1531.0,0.2651,267.0,2039.0,9.0,1.6736,6.2233,0.1638,393.0,0.0,0.659,medium
52,198,109.0,103.0,0.0581,4,1144.0,0.1904,279.0,1736.0,11.0,2.0134,10.1655,0.2671,507.0,0.0,0.6565,medium
35,157,186.0,117.0,0.1464,10,2297.0,0.3558,156.0,1018.0,18.0,1.9243,10.3939,0.3434,541.0,0.0,0.3136,high
19,125,162.0,157.0,0.0529,6,1909.0,0.3774,149.0,933.0,20.0,4.5256,14.4309,0.373,640.0,0.0,0.4283,high
73,330,91.0,70.0,0.0195,1,888.0,0.0733,407.0,2675.0,7.0,0.6337,3.8239,0.0666,320.0,0.0,0.8613,low
24,140,173.0,118.0,0.0879,5,2881.0,0.3385,214.0,1193.0,18.0,2.4562,15.8898,0.3965,661.0,0.0,0.3681,high
64,302,84.0,71.0,0.0196,1,563.0,0.1022,499.0,3368.0,8.0,0.9568,4.5268,0.1092,373.0,0.0,0.7374,low
70,272,109.0,84.0,0.0023,2,899.0,0.0474,484.0,3333.0,9.0,1.2379,5.3654,0.0822,233.0,0.0,0.8078,low
38,228,127.0,116.0,0.0537,3,1278.0,0.2258,277.0,2743.0,13.0,2.0866,9.7759,0.2156,507.0,0.0,0.6998,medium
46,236,122.0,89.0,0.0794,4,1391.0,0.1618,237.0,1628.0,9.0,0.9056,8.315,0.1598,451.0,0.0,0.6276,medium
64,304,104.0,95.0,0.0118,1,919.0,0.1084,409.0,2846.0,8.0,1.2259,3.0213,0.1085,290.0,0.0,0.8527,low
24,125,146.0,125.0,0.082,5,2311.0,0.2465,182.0,1235.0,15.0,3.5271,11.4003,0.3146,728.0,0.0,0.4475,high
56,258,90.0,88.0,0.0241,1,905.0,0.0187,443.0,3057.0,6.0,0.9609,5.4076,0.0766,253.0,0.0,0.8659,low
50,222,136.0,131.0,0.0696,4,1681.0,0.2443,209.0,1871.0,10.0,1.9174,6.3691,0.19,501.0,0.0,0.8195,medium
61,324,90.0,84.0,0.023,2,1064.0,0.0799,481.0,2904.0,8.0,0.7291,6.9151,0.0615,251.0,0.0,0.7686,low
33,234,119.0,109.0,0.0178,4,1175.0,0.2254,319.0,2275.0,8.0,1.6059,5.6341,0.1494,470.0,0.0,0.5984,medium
54,251,120.0,116.0,0.052,3,1389.0,0.1686,317.0,2450.0,16.0,1.4062,8.9798,0.2047,324.0,0.0,0.539,medium
19,90,162.0,173.0,0.1293,9,2421.0,0.2748,127.0,719.0,20.0,3.6983,15.9506,0.3135,375.0,0.0,0.2269,high
25,85,133.0,133.0,0.0928,7,2308.0,0.3379,106.0,1267.0,18.0,3.0836,14.9771,0.3081,733.0,0.0,0.4011,high
16,92,160.0,172.0,0.1013,7,2052.0,0.1652,159.0,1392.0,15.0,3.5812,13.0264,0.4097,598.0,0.0,0.5109,high
50,217,119.0,105.0,0.0635,4,1332.0,0.1866,292.0,1755.0,6.0,2.0312,9.1255,0.1856,364.0,0.0,0.6327,medium
32,136,140.0,172.0,0.1272,9,1873.0,0.3558,107.0,1108.0,15.0,2.1713,18.6281,0.2883,635.0,0.0,0.4529,high
31,104,155.0,134.0,0.1215,10,2048.0,0.3086,111.0,1029.0,21.0,2.677,15.3818,0.4326,658.0,0.0,0.4037,high
21,141,144.0,141.0,0.1444,6,2480.0,0.2852,130.0,1174.0,8.0,3.1422,17.8981,0.4051,564.0,0.0,0.2473,high
31,136,154.0,156.0,0.1193,2,2095.0,0.3646,147.0,1012.0,19.0,4.119,14.5488,0.3491,627.0,0.0,0.3483,high
45,212,127.0,122.0,0.0443,3,726.0,0.1404,394.0,1738.0,14.0,2.0888,7.2059,0.0776,431.0,0.0,0.7703,medium
45,229,122.0,114.0,0.0654,3,1289.0,0.0776,301.0,2248.0,8.0,2.6513,11.0455,0.1546,444.0,0.0,0.6854,medium
24,102,144.0,115.0,0.0961,7,2290.0,0.3914,234.0,1370.0,11.0,2.7945,10.8411,0.3438,584.0,0.0,0.3472,high
44,213,123.0,115.0,0.0331,4,1230.0,0.1709,374.0,2260.0,16.0,1.2846,10.0824,0.2207,444.0,0.0,0.7071,medium
36,182,160.0,154.0,0.1209,5,2244.0,0.3448,132.0,864.0,20.0,1.7232,21.836,0.3562,456.0,0.0,0.4477,high
59,303,84.0,80.0,0.0166,0,644.0,0.0911,342.0,3361.0,11.0,0.7236,4.1069,0.0614,242.0,0.0,0.84,low
28,131,165.0,132.0,0.1249,5,1612.0,0.3325,162.0,1328.0,14.0,1.6112,14.9672,0.449,519.0,0.0,0.48,high
50,219,95.0,103.0,0.0231,1,950.0,0.0659,356.0,3756.0,10.0,1.2171,4.9372,0.0748,289.0,0.0,0.8503,low
50,238,112.0,126.0,0.0501,3,1374.0,0.2142,341.0,1928.0,12.0,1.1813,7.4015,0.2465,433.0,0.0,0.5391,medium
69,312,99.0,82.0,0.0124,0,696.0,0.0684,344.0,3000.0,8.0,0.7391,6.6206,0.0761,194.0,0.0,0.7923,low
85,342,93.0,79.0,0.0241,1,869.0,0.1163,499.0,3302.0,11.0,0.4885,5.0949,0.0575,273.0,0.0,0.8921,low
46,207,108.0,109.0,0.0591,4,1584.0,0.186,228.0,2065.0,10.0,1.7101,9.217,0.1284,530.0,0.0,0.5834,medium
51,217,142.0,105.0,0.0394,2,1632.0,0.1904,307.0,1591.0,13.0,1.4286,8.4218,0.0933,275.0,0.0,0.6466,medium
24,104,134.0,152.0,0.1071,7,2005.0,0.177,185.0,909.0,18.0,1.7715,10.465,0.2346,379.0,0.0,0.4318,high
33,193,135.0,103.0,0.0638,2,1256.0,0.1414,347.0,1991.0,18.0,2.0038,10.6527,0.2167,410.0,0.0,0.6538,medium
42,238,111.0,108.0,0.0596,4,1785.0,0.1353,282.0,2113.0,13.0,1.5802,12.3541,0.159,338.0,0.0,0.676,medium
26,155,154.0,176.0,0.1889,10,1366.0,0.3159,188.0,1183.0,17.0,3.6303,17.583,0.2952,736.0,0.0,0.4839,high
67,294,89.0,81.0,0.0256,1,972.0,0.074,471.0,3417.0,10.0,0.6756,3.8865,0.0283,294.0,0.0,0.8799,low
60,298,94.0,94.0,0.0008,0,833.0,0.0242,367.0,3674.0,6.0,1.1919,0.8172,0.0556,291.0,0.0,0.7904,low
21,139,154.0,120.0,0.0735,6,2778.0,0.289,169.0,861.0,17.0,3.3444,12.3707,0.2943,698.0,0.0,0.4315,high
37,236,123.0,121.0,0.0714,2,1772.0,0.1159,357.0,2519.0,15.0,1.3674,8.0397,0.1397,448.0,0.0,0.6033,medium
68,346,68.0,87.0,0.0227,1,350.0,0.0719,386.0,2977.0,10.0,0.743,2.8135,0.0558,244.0,0.0,0.8816,low
55,303,82.0,77.0,0.0175,1,825.0,0.0861,417.0,2809.0,6.0,0.9884,5.8784,0.0706,307.0,0.0,0.7791,low
29,151,178.0,167.0,0.0779,9,2222.0,0.4325,176.0,1040.0,22.0,3.1892,14.4479,0.3265,546.0,0.0,0.5995,high
34,207,101.0,126.0,0.0542,3,1146.0,0.133,306.0,2176.0,12.0,1.5667,7.9605,0.2027,610.0,0.0,0.7099,medium
27,124,169.0,133.0,0.1306,9,2512.0,0.3627,263.0,1009.0,16.0,3.1583,15.6462,0.3406,505.0,0.0,0.417,high
58,295,86.0,98.0,0.0108,1,754.0,0.0842,360.0,3408.0,10.0,1.0088,4.5477,0.0724,290.0,0.0,0.8183,low
44,249,92.0,121.0,0.0778,5,1089.0,0.1856,468.0,2340.0,12.0,1.4768,11.2507,0.2047,306.0,0.0,0.4556,medium
34,95,135.0,186.0,0.1293,7,2107.0,0.3425,97.0,1293.0,25.0,2.6152,11.5581,0.3928,751.0,0.0,0.4193,high
41,242,111.0,125.0,0.0501,4,1484.0,0.1568,240.0,2183.0,15.0,2.6176,7.7268,0.1861,449.0,0.0,0.6451,medium
61,311,88.0,88.0,0.0235,2,805.0,0.053,420.0,2506.0,7.0,1.0022,4.7889,0.0234,295.0,0.0,0.7748,low
36,150,133.0,165.0,0.1526,7,1694.0,0.3539,220.0,1208.0,12.0,4.1759,12.7837,0.3667,451.0,0.0,0.3835,high
66,309,74.0,77.0,0.0175,1,549.0,0.099,339.0,3057.0,10.0,1.2523,5.6208,0.0546,303.0,0.0,0.8008,low
47,232,111.0,126.0,0.0432,2,1407.0,0.2038,369.0,2521.0,16.0,1.7188,9.004,0.1512,584.0,0.0,0.6452,medium
41,243,115.0,92.0,0.0608,3,1474.0,0.1758,384.0,2819.0,13.0,2.2138,13.1878,0.1952,330.0,0.0,0.8363,medium
49,254,124.0,113.0,0.0676,3,1215.0,0.1576,337.0,2196.0,10.0,2.5676,11.3431,0.178,395.0,0.0,0.7444,medium
49,232,105.0,81.0,0.0512,4,1301.0,0.1969,423.0,2056.0,10.0,1.5781,9.9426,0.2021,392.0,0.0,0.6422,medium
18,82,143.0,117.0,0.1063,7,2610.0,0.2937,136.0,1440.0,17.0,2.8181,18.1901,0.3106,630.0,0.0,0.3661,high
20,129,189.0,132.0,0.1423,9,2383.0,0.283,158.0,861.0,18.0,2.1341,9.0936,0.235,630.0,0.0,0.4704,high
10,111,175.0,145.0,0.0799,8,1614.0,0.2849,125.0,1072.0,15.0,2.7726,12.4988,0.2128,851.0,0.0,0.3128,high
18,105,157.0,114.0,0.0921,10,1972.0,0.2974,136.0,1089.0,19.0,2.6224,13.527,0.3448,668.0,0.0,0.2998,high
32,157,169.0,159.0,0.0842,9,1949.0,0.2887,103.0,731.0,13.0,1.7606,9.3075,0.3454,622.0,0.0,0.4137,high
22,89,137.0,123.0,0.1036,6,1759.0,0.2369,156.0,1133.0,13.0,1.5325,10.3239,0.4019,614.0,0.0,0.2841,high
45,236,106.0,98.0,0.0481,3,1335.0,0.1709,415.0,1999.0,13.0,1.5882,5.1649,0.1699,293.0,0.0,0.634,medium
44,179,150.0,119.0,0.0483,3,1503.0,0.2025,206.0,1533.0,14.0,1.6666,7.1249,0.0927,411.0,0.0,0.6599,medium
28,117,173.0,127.0,0.0926,10,2634.0,0.3653,161.0,910.0,18.0,2.2407,10.8793,0.3691,544.0,0.0,0.5064,high
18,159,163.0,164.0,0.1053,6,2146.0,0.3287,136.0,1733.0,14.0,4.0119,14.5475,0.2658,397.0,0.0,0.3848,high
9,92,186.0,131.0,0.1306,6,2249.0,0.2703,257.0,1129.0,18.0,3.7605,17.2123,0.2902,725.0,0.0,0.4335,high
26,110,147.0,154.0,0.116,7,2745.0,0.1826,95.0,1065.0,22.0,3.5616,15.3311,0.3578,671.0,0.0,0.4444,high
17,192,153.0,170.0,0.1094,8,1848.0,0.193,196.0,1522.0,22.0,2.2699,15.8421,0.2889,566.0,0.0,0.4624,high
54,305,104.0,83.0,0.0201,1,821.0,0.0427,519.0,3058.0,6.0,1.2115,3.7748,0.0938,182.0,0.0,0.8366,low
62,375,103.0,62.0,0.0158,2,931.0,0.0784,399.0,3433.0,6.0,0.7175,1.575,0.0903,294.0,0.0,0.8906,low
76,353,90.0,90.0,0.0149,1,1001.0,0.0904,393.0,3202.0,10.0,1.0926,4.6693,0.0933,330.0,0.0,0.7507,low
28,143,139.0,142.0,0.1516,9,2497.0,0.198,138.0,1321.0,20.0,2.5779,15.1148,0.2621,689.0,0.0,0.2622,high
28,116,142.0,165.0,0.0955,8,2263.0,0.2769,181.0,923.0,23.0,3.2853,13.6087,0.4125,428.0,0.0,0.4543,high
73,325,92.0,78.0,0.0158,1,699.0,0.1014,420.0,3136.0,9.0,1.0112,6.1839,0.0478,279.0,0.0,0.789,low
