typing_wpm,avg_hold_ms,avg_flight_ms,error_rate,pause_count,avg_pause_ms,typing_variance,chars_per_min,avg_cursor_speed,click_rate,double_click_rate,scroll_rate,idle_time_pct,avg_hover_ms,movement_distance,movement_smoothness,label
50,147,114,0.0273,3,1148,0.1918,214,368,12,1.4108,5.7796,0.1474,321,2337,0.582,medium
45,118,117,0.0834,4,850,0.1766,220,312,9,2.0741,8.368,0.0906,529,1976,0.7289,medium
28,149,135,0.0905,8,2209,0.2659,86,233,14,4.678,12.2525,0.3562,426,1050,0.4334,high
70,98,82,0.0217,2,671,0.0597,313,384,9,1.2388,5.7863,0.0534,255,3101,0.7865,low
66,92,97,0.0379,3,1026,0.0734,277,437,6,0.8605,4.1117,0.0402,172,4162,0.8072,low
25,167,160,0.1284,6,1990,0.3314,169,144,20,1.5381,16.8626,0.397,513,1560,0.3362,high
65,95,49,0.0101,1,543,0.0776,289,402,10,1.3117,7.1655,0.0742,266,3411,0.8779,low
66,100,81,0.019,1,793,0.091,316,372,8,1.2381,5.2644,0.0566,276,3122,0.8064,low
69,122,77,0.0092,1,613,0.0894,319,426,8,1.102,2.9039,0.0809,285,2939,0.7229,low
29,164,149,0.1009,8,2054,0.2957,112,176,18,2.9727,13.1198,0.2918,474,741,0.3179,high
17,135,145,0.1579,8,1287,0.4542,86,167,18,3.6569,14.0014,0.3503,544,980,0.3949,high
25,158,153,0.1297,8,2163,0.2141,94,196,20,3.1088,15.9654,0.425,721,1286,0.3462,high
56,120,95,0.0765,4,1411,0.183,228,294,14,2.1843,7.3559,0.1999,453,2189,0.6955,medium
60,105,66,0.008,2,909,0.0649,242,402,8,0.9114,4.3664,0.0938,273,3400,0.7987,low
45,87,81,0.0597,4,1246,0.1999,227,266,9,2.4463,7.9889,0.1899,441,2092,0.6256,medium
17,139,151,0.1021,10,2070,0.3324,99,71,16,2.8877,13.9643,0.4609,671,1152,0.4181,high
62,99,61,0.0234,1,955,0.0981,308,443,11,1.3009,3.6211,0.0521,229,3251,0.752,low
22,160,148,0.1464,7,2065,0.302,131,202,15,3.3052,13.1114,0.3882,478,869,0.3114,high
20,137,161,0.0965,6,2224,0.3327,103,188,18,3.2378,14.2509,0.3522,724,1246,0.48,high
27,135,107,0.0951,7,1243,0.3749,143,114,26,2.8217,17.0831,0.4938,456,842,0.4889,high
41,92,105,0.0101,0,739,0.0524,295,461,7,0.7238,6.2621,0.081,277,2688,0.8432,low
69,106,88,0.0183,1,877,0.0675,299,420,8,0.5315,5.4498,0.0335,315,3273,0.8234,low
42,107,100,0.0618,3,1263,0.1481,222,243,5,1.1546,8.8583,0.1422,302,2435,0.6143,medium
25,156,108,0.129,8,1723,0.2979,152,138,20,3.7381,14.4541,0.3413,489,1025,0.4115,high
18,153,171,0.0985,8,2678,0.3167,122,154,20,4.0175,15.3335,0.314,750,1139,0.4325,high
67,82,64,0.0178,0,880,0.0833,397,555,6,1.0621,2.5906,0.0761,333,3481,0.8336,low
75,90,86,0.0142,1,671,0.0808,379,285,9,0.9182,11.2269,0.0968,239,3918,0.8185,low
25,151,108,0.098,5,2044,0.3159,125,112,21,3.9471,16.3838,0.3211,485,1204,0.4315,high
24,132,158,0.1379,6,2318,0.3966,128,179,23,3.2522,12.5619,0.2924,600,1232,0.375,high
61,85,79,0.0256,1,939,0.0688,322,497,9,1.4185,2.9372,0.0655,327,2828,0.8569,low
23,164,167,0.1003,7,3139,0.1822,66,147,22,2.6143,14.2117,0.2298,465,869,0.4796,high
53,107,73,0.0214,2,674,0.0816,314,463,5,1.681,2.3253,0.081,278,2776,0.7235,low
40,133,115,0.0393,3,1845,0.1449,204,252,11,1.8733,7.9969,0.1741,403,2642,0.653,medium
49,131,111,0.0533,4,1067,0.2182,165,229,13,1.0598,8.7421,0.1382,416,2421,0.5799,medium
49,117,94,0.075,4,1522,0.1532,250,240,8,1.2693,10.793,0.1081,395,1913,0.5176,medium
22,139,141,0.1119,6,1683,0.3015,113,166,20,3.5716,17.4211,0.2403,488,1033,0.4643,high
44,116,122,0.0647,5,797,0.1874,257,294,14,1.2939,11.309,0.1088,442,1560,0.8087,medium
27,138,156,0.1173,6,2253,0.3941,127,167,26,4.7346,15.1628,0.3183,490,1430,0.3956,high
46,113,81,0.0529,4,1620,0.1732,165,274,17,1.3083,9.9415,0.1569,470,2400,0.6027,medium
27,134,128,0.0864,5,1344,0.3367,144,138,15,3.5839,7.6898,0.3401,742,1728,0.3165,high
51,102,97,0.0628,3,849,0.1656,229,310,12,1.2221,9.0894,0.0992,371,1951,0.703,medium
51,118,105,0.0243,4,1445,0.2052,202,247,10,1.6461,14.781,0.1257,335,1990,0.5938,medium
64,90,79,0.0267,1,1004,0.0827,305,368,9,0.4756,5.0946,0.0568,215,2768,0.8064,low
54,107,87,0.0116,2,808,0.064,331,409,8,1.206,6.6112,0.0552,359,1910,0.8379,low
47,118,90,0.0473,3,1557,0.1916,196,340,14,2.8599,14.5938,0.1647,207,1435,0.5779,medium
35,146,183,0.1023,5,2405,0.2101,118,124,17,3.8203,16.5953,0.2686,432,894,0.2785,high
50,118,82,0.0244,1,1297,0.0521,238,401,10,0.6104,3.521,0.0838,268,3278,0.8035,low
42,76,76,0.0162,1,955,0.0793,262,526,6,0.6967,5.1088,0.0983,324,2824,0.8792,low
41,126,103,0.0923,2,1489,0.1053,185,381,11,1.4868,7.355,0.1504,576,1895,0.567,medium
60,92,90,0.0071,1,886,0.0842,313,439,11,0.6923,5.3481,0.0679,230,3110,0.7655,low
32,125,134,0.0931,9,2002,0.291,172,217,13,2.8263,11.107,0.3389,583,811,0.4918,high
40,155,91,0.0716,4,1420,0.1784,279,319,15,1.2805,7.3403,0.1319,189,2117,0.6345,medium
42,95,95,0.0871,4,1097,0.1559,223,299,10,1.9113,7.0715,0.1869,280,2047,0.5033,medium
24,168,137,0.1172,6,1780,0.2732,124,181,19,3.4176,14.0571,0.3137,549,1477,0.4,high
44,103,109,0.0647,3,1263,0.2048,186,239,13,1.256,7.2754,0.185,465,2376,0.7398,medium
22,160,148,0.1426,10,2839,0.3154,72,189,26,3.9991,14.2714,0.3579,543,1181,0.3236,high
36,113,119,0.0701,3,1173,0.1275,212,260,13,1.5368,6.7256,0.1192,338,2227,0.6434,medium
21,147,145,0.0687,7,1556,0.2327,146,128,19,2.833,9.6055,0.3738,370,1201,0.2533,high
41,119,116,0.0318,2,1310,0.1269,224,335,9,1.3565,10.6613,0.1528,482,1768,0.5425,medium
47,136,118,0.0809,3,1527,0.2041,199,252,10,2.1445,12.7946,0.1691,440,2140,0.7213,medium
26,129,164,0.1121,8,2682,0.4134,99,128,22,1.8699,13.3438,0.3942,705,751,0.313,high
27,152,119,0.1201,6,2630,0.3245,81,177,20,2.6002,7.5254,0.3837,711,1517,0.3702,high
39,112,97,0.0656,3,1202,0.095,217,300,12,1.583,11.609,0.2306,417,2094,0.8018,medium
19,130,153,0.115,8,2692,0.3289,107,187,19,1.7921,20.4038,0.3378,354,1395,0.4314,high
40,124,100,0.0603,3,1271,0.183,227,172,14,2.0013,11.8556,0.155,233,3148,0.6123,medium
63,107,111,0.0295,2,892,0.0815,297,351,9,1.2568,6.3393,0.039,325,3177,0.8433,low
20,197,131,0.1179,8,2800,0.3129,92,183,20,2.6959,14.2424,0.3063,423,1310,0.4386,high
20,134,144,0.1281,5,2483,0.29,114,111,11,2.1868,17.3605,0.3336,675,1242,0.3278,high
30,119,87,0.0694,3,1093,0.2134,222,192,7,1.3507,9.9044,0.1707,370,2535,0.5288,medium
60,111,80,0.0161,2,810,0.0713,261,509,7,0.8355,5.8354,0.1036,294,3392,0.8142,low
52,84,88,0.0245,0,804,0.1154,319,390,9,1.1006,3.8224,0.0756,331,2889,0.7371,low
44,121,95,0.0677,2,1466,0.0957,253,380,14,1.3396,7.7704,0.2154,414,1953,0.5689,medium
16,121,131,0.1057,7,1937,0.2953,116,140,20,3.8914,10.6044,0.4439,660,904,0.4416,high
61,107,75,0.019,3,927,0.0739,329,412,5,0.5848,5.026,0.0659,194,2620,0.8552,low
22,165,136,0.0916,9,1966,0.3372,101,152,16,2.5815,18.3597,0.3513,504,1034,0.5004,high
47,106,123,0.073,3,1547,0.137,186,244,11,1.2825,10.6983,0.1891,297,2358,0.6345,medium
68,89,78,0.0224,1,738,0.0757,362,380,10,0.8633,4.8646,0.0693,288,3759,0.7988,low
19,163,157,0.13,5,2087,0.3794,122,197,15,3.2131,12.9657,0.3346,623,836,0.2672,high
52,78,72,0.0177,2,830,0.0877,277,375,7,0.3695,6.792,0.0636,282,3982,0.7478,low
23,171,151,0.1125,10,2870,0.3002,111,248,11,2.4679,8.3453,0.2642,734,1042,0.5436,high
22,174,166,0.1215,5,1892,0.2283,106,123,13,3.8118,14.8789,0.3893,760,888,0.2285,high
38,125,82,0.0666,3,1373,0.2068,226,263,11,1.4818,9.4683,0.1735,529,2481,0.7194,medium
58,66,87,0.0078,2,726,0.0593,315,422,7,0.8656,8.3168,0.0474,284,3536,0.8317,low
73,95,57,0.0266,2,638,0.0781,266,445,9,1.4385,7.3675,0.0736,256,2814,0.8788,low
26,146,144,0.0674,7,2355,0.3099,90,152,21,3.8376,10.6632,0.4422,476,612,0.467,high
33,127,122,0.0617,3,1213,0.1174,264,170,11,0.7747,11.0511,0.2302,303,2502,0.6726,medium
44,107,88,0.045,4,1515,0.2074,223,298,9,1.3003,10.1852,0.1454,428,1728,0.7447,medium
52,101,75,0.0177,0,896,0.067,318,415,5,0.9905,5.1258,0.0664,321,3176,0.7913,low
28,167,141,0.1114,8,2794,0.324,140,185,18,4.0947,10.8988,0.3522,605,996,0.4737,high
48,122,122,0.0733,4,1734,0.1517,257,352,8,2.5626,8.1734,0.1124,396,2403,0.562,medium
50,115,124,0.0594,4,1089,0.1676,216,384,8,1.4617,9.5381,0.1963,453,2499,0.6508,medium
38,122,97,0.0414,4,1448,0.1642,242,358,11,1.967,5.153,0.1155,432,2282,0.5808,medium
47,99,79,0.025,1,730,0.0792,301,479,8,0.8025,4.9053,0.061,306,3029,0.8309,low
32,134,133,0.097,8,2118,0.4016,122,127,15,4.2138,18.7484,0.3094,635,857,0.438,high
53,87,55,0.0151,0,884,0.0941,321,472,10,1.2399,4.7159,0.0807,245,2982,0.7842,low
55,139,117,0.0526,4,1283,0.1541,196,233,6,3.2113,2.9091,0.1417,483,2271,0.6675,medium
32,167,152,0.1242,6,1529,0.3572,98,191,20,3.5539,16.0623,0.3186,565,605,0.4132,high
47,77,89,0.0208,2,776,0.0539,389,354,12,1.1896,5.0162,0.0534,253,3731,0.8141,low
35,120,109,0.0464,4,1526,0.1658,194,292,12,1.2323,10.9333,0.1272,316,1952,0.7177,medium
21,163,143,0.1048,8,1423,0.2087,137,157,21,3.5414,11.5285,0.2768,619,1566,0.3432,high
40,94,110,0.0624,1,1170,0.1386,173,311,9,1.6047,8.6154,0.1661,302,1960,0.6538,medium
61,102,90,0.0073,1,796,0.0653,348,334,10,0.6599,8.4893,0.0852,316,3645,0.7849,low
68,94,87,0.0214,0,737,0.0766,317,465,6,0.6943,4.6482,0.0538,349,2839,0.8182,low
35,144,150,0.1266,8,1638,0.3707,104,228,14,2.5619,16.0265,0.1961,539,1108,0.3549,high
40,124,91,0.0483,3,1270,0.1824,261,261,10,2.0589,10.1075,0.1432,445,2364,0.6341,medium
63,89,68,0.0107,1,927,0.0811,271,390,6,0.8505,4.6392,0.0558,375,2907,0.8746,low
37,172,138,0.1618,6,1680,0.1803,169,204,21,4.0028,14.8278,0.369,513,1265,0.3681,high
53,92,66,0.0064,0,905,0.1214,285,412,9,0.8426,4.9647,0.1033,232,3234,0.8967,low
46,136,104,0.0642,3,663,0.1664,206,246,15,1.5626,6.1545,0.1363,451,2195,0.6277,medium
43,109,81,0.0515,4,1484,0.2218,196,347,14,2.0315,9.3371,0.2057,444,2031,0.7525,medium
34,121,110,0.0397,4,1625,0.1979,146,442,14,1.5874,5.5601,0.1039,398,2095,0.7064,medium
55,100,81,0.0305,2,1071,0.0559,338,498,8,0.8222,5.1045,0.0619,272,2780,0.7816,low
39,162,108,0.1087,7,2539,0.3334,161,164,12,3.1651,17.1661,0.3176,574,875,0.4703,high
29,154,166,0.1169,8,2118,0.254,86,183,17,3.1217,15.3732,0.3125,458,1013,0.5655,high
43,105,127,0.0478,3,1327,0.1646,283,384,11,0.8912,7.8122,0.1754,322,2244,0.6617,medium
17,146,155,0.1036,8,1748,0.2834,120,202,14,2.5305,9.5895,0.4198,343,1057,0.3838,high
34,120,113,0.0631,4,1359,0.1881,207,295,12,1.6469,8.5276,0.1363,433,1716,0.5918,medium
37,110,107,0.0612,4,1858,0.2085,203,305,14,1.5595,7.2281,0.1434,345,2275,0.5461,medium
35,176,131,0.149,7,1771,0.3497,162,130,19,3.8916,10.6136,0.4216,695,1171,0.3664,high
50,92,82,0.0235,2,939,0.066,317,370,7,0.6829,3.7136,0.0603,203,2967,0.7428,low
48,150,73,0.0519,4,1536,0.1358,265,305,8,2.2092,9.9146,0.1611,511,1394,0.68,medium
19,154,146,0.0453,6,1716,0.2972,137,153,16,3.3583,14.13,0.3246,609,813,0.4923,high
64,96,72,0.0146,0,549,0.0531,381,296,7,1.5424,5.3573,0.0773,246,2877,0.8214,low
21,148,149,0.1003,8,1529,0.3574,113,153,15,3.34,14.2963,0.3642,666,993,0.4054,high
44,111,112,0.0447,3,1343,0.2348,243,235,11,1.2539,5.6377,0.1254,528,2352,0.5992,medium
51,89,136,0.0785,3,1251,0.1155,162,337,15,2.0029,8.4106,0.1585,489,1879,0.6579,medium
51,115,108,0.0379,4,1727,0.1493,269,311,11,2.4175,11.8584,0.1524,486,1918,0.72,medium
25,153,133,0.1368,6,2236,0.4152,115,151,18,2.7516,14.9476,0.3958,618,1283,0.4765,high
32,133,146,0.056,6,1488,0.3664,158,177,16,2.7729,15.9724,0.3885,674,1206,0.4503,high
43,122,104,0.0455,4,1482,0.1555,245,231,16,0.9857,10.561,0.1291,226,2370,0.6815,medium
16,150,128,0.1104,4,2776,0.2338,119,112,17,3.6701,11.4376,0.468,628,1342,0.3467,high
55,77,54,0.0186,0,649,0.0826,245,445,10,0.693,2.5848,0.0,297,3405,0.762,low
52,108,91,0.0438,4,1404,0.1377,191,279,10,1.4745,7.2266,0.0831,340,2100,0.7761,medium
24,141,133,0.0928,9,1658,0.4108,85,213,18,3.5754,15.0275,0.3093,448,1445,0.3543,high
65,88,74,0.0225,0,828,0.0587,292,547,5,0.8389,6.6345,0.0636,346,3573,0.8317,low
36,179,116,0.1203,7,1340,0.3399,64,162,20,2.2101,15.8434,0.3399,675,862,0.348,high
65,98,74,0.0159,2,760,0.0509,305,306,2,0.2932,5.0877,0.0862,168,3618,0.7384,low
51,126,85,0.043,5,896,0.1632,224,341,9,2.0192,11.4183,0.1572,345,2668,0.6858,medium
30,119,114,0.0538,3,1529,0.2496,217,342,16,1.9573,11.6945,0.2293,532,1739,0.6524,medium
46,139,111,0.0496,4,1420,0.1509,190,290,15,0.939,7.6052,0.212,387,1788,0.7219,medium
52,83,68,0.0183,1,677,0.056,293,414,7,0.668,6.2308,0.051,239,3404,0.8177,low
53,96,85,0.0128,1,865,0.0856,255,463,11,1.2892,4.7375,0.0277,276,2994,0.7955,low
52,91,106,0.0582,4,1615,0.1785,240,333,15,2.1191,8.1842,0.1411,542,1919,0.6263,medium
65,88,88,0.0177,1,844,0.1093,310,541,6,1.1869,4.1466,0.0446,281,3152,0.7557,low
53,122,97,0.043,3,1460,0.185,241,363,9,1.7405,10.04,0.1361,287,1833,0.5652,medium
20,150,132,0.1023,9,1837,0.2984,113,176,12,3.6311,10.7132,0.3728,491,1072,0.4007,high
71,103,70,0.022,3,1269,0.0724,319,453,11,0.9997,4.5543,0.0643,346,3337,0.842,low
53,96,91,0.0267,1,811,0.0724,363,514,8,0.6245,8.2313,0.071,209,3539,0.7982,low
55,95,77,0.0158,1,749,0.0705,330,466,8,0.908,4.9705,0.0996,170,3369,0.7898,low
67,86,64,0.0233,3,905,0.0722,277,423,2,0.9347,3.8041,0.0554,314,2609,0.8204,low
20,185,149,0.1074,9,2237,0.3572,135,152,24,4.0822,11.3539,0.3718,710,1200,0.4402,high
40,102,94,0.0607,5,1352,0.161,247,305,9,2.83,7.534,0.1199,275,2316,0.6102,medium
59,103,73,0.0206,0,837,0.071,295,413,9,0.7211,3.8636,0.0909,334,3064,0.8181,low
40,105,80,0.1137,7,2499,0.3184,136,166,15,2.1254,15.7523,0.3,545,1120,0.4475,high
44,100,89,0.0619,3,1396,0.2001,191,281,12,0.964,8.4059,0.199,467,1948,0.6534,medium
50,82,88,0.0202,1,888,0.0508,381,368,7,0.6678,3.794,0.0663,295,3206,0.8278,low
43,136,117,0.0619,3,1305,0.1637,186,243,14,2.1803,8.3492,0.1711,335,2189,0.6792,medium
52,136,110,0.0547,3,1050,0.1821,171,280,12,2.3575,9.7751,0.2208,220,2099,0.6173,medium
79,92,93,0.0219,2,1062,0.0815,295,351,10,0.884,3.6272,0.0583,269,3389,0.8862,low
23,161,133,0.1012,7,1352,0.4168,92,218,20,3.1043,17.8909,0.2885,684,1298,0.3698,high
39,111,134,0.0416,4,1218,0.1446,205,315,17,2.198,10.7398,0.1828,584,1855,0.6625,medium
46,91,86,0.0428,5,1620,0.1887,196,300,20,2.1394,6.7567,0.23,489,2049,0.6319,medium
65,96,80,0.0136,2,680,0.1005,362,455,7,0.9569,5.0452,0.0773,282,3533,0.8706,low
63,96,82,0.0248,1,822,0.0732,314,432,8,0.8648,5.5553,0.0856,296,2902,0.9179,low
23,161,149,0.1339,7,2188,0.3001,149,109,12,3.8436,17.7709,0.3783,703,1223,0.3873,high
26,130,146,0.0571,5,2396,0.2323,90,142,19,2.9173,12.4801,0.3698,549,1264,0.4874,high
53,67,81,0.0108,2,735,0.0969,335,456,10,0.6471,2.395,0.0577,251,3000,0.7727,low
59,97,79,0.0134,1,404,0.0709,297,375,8,0.8304,2.8381,0.0523,281,3337,0.8951,low
46,115,102,0.0588,3,1448,0.1629,229,283,16,1.5971,7.1923,0.1742,349,2015,0.6165,medium
19,132,185,0.0737,8,1191,0.3386,139,147,21,3.589,16.1112,0.2941,673,1077,0.2446,high
32,154,167,0.0726,7,2039,0.4303,117,208,14,2.512,13.2241,0.3964,568,1359,0.4197,high
38,125,105,0.0664,4,1202,0.2532,188,400,12,1.366,9.046,0.1972,251,1587,0.5649,medium
62,93,93,0.0229,2,738,0.0999,316,456,10,0.8501,8.2775,0.0502,323,2658,0.7888,low
70,77,102,0.0259,1,530,0.0616,277,541,9,1.1009,4.5165,0.0508,215,2565,0.7505,low
45,107,104,0.0592,3,1688,0.1784,177,349,8,1.8704,8.0169,0.1658,315,2834,0.7507,medium
64,92,60,0.0152,1,1116,0.0369,350,444,8,1.2134,7.0031,0.1071,319,2882,0.8066,low
52,105,94,0.0221,2,733,0.0709,293,412,7,0.956,5.0277,0.0785,182,3077,0.8205,low
45,125,96,0.0578,4,1521,0.2304,195,323,10,1.0195,6.4087,0.1196,393,2350,0.7551,medium
62,86,80,0.0163,1,1106,0.1092,360,533,8,1.3758,3.813,0.0744,301,3149,0.765,low
46,131,95,0.0703,4,1800,0.2372,222,323,13,2.3636,10.9049,0.1273,387,2133,0.6858,medium
46,139,90,0.0597,3,1246,0.2048,217,239,15,2.735,10.3867,0.1705,377,1586,0.627,medium
17,113,134,0.0743,7,2421,0.2685,70,176,15,2.68,13.9732,0.3195,877,667,0.5576,high
63,103,79,0.0042,1,572,0.0599,254,426,9,1.3402,4.3047,0.0409,314,2937,0.8404,low
74,90,92,0.0145,1,871,0.0821,303,395,5,1.199,3.2025,0.094,262,3361,0.8144,low
27,149,143,0.1096,7,2462,0.2047,111,127,20,0.3018,12.8827,0.3045,456,973,0.488,high
66,97,77,0.0107,2,884,0.088,283,401,10,1.1449,6.0936,0.0729,316,3023,0.8069,low
23,191,166,0.0892,8,2290,0.3316,160,148,16,3.2897,12.6612,0.1493,454,1586,0.4815,high
64,105,81,0.0203,1,895,0.0736,350,417,11,0.8832,5.3386,0.0705,253,3071,0.7392,low
62,92,84,0.0396,1,1047,0.0998,308,336,7,0.7926,3.1331,0.0727,229,2491,0.8196,low
69,82,74,0.0372,2,1037,0.0268,324,274,8,0.9921,2.8343,0.0853,265,3093,0.6768,low
64,99,106,0.0114,2,868,0.1016,271,316,8,1.1796,3.2937,0.0844,397,3640,0.6648,low
66,84,90,0.0278,0,867,0.0839,357,433,6,0.9002,5.5025,0.0664,303,3149,0.8373,low
52,113,70,0.0048,1,730,0.1111,322,428,4,0.8382,6.912,0.0923,374,2955,0.8394,low
41,165,121,0.0172,5,1232,0.1455,196,334,14,0.473,6.8194,0.1454,442,2097,0.6048,medium
24,125,167,0.1053,5,1741,0.32,96,193,16,1.6636,17.8803,0.2722,712,886,0.4701,high
48,120,114,0.0487,4,1531,0.2651,237,267,9,1.6736,6.2233,0.1638,393,2039,0.659,medium
52,109,103,0.0581,4,1144,0.1904,198,279,11,2.0134,10.1655,0.2671,507,1736,0.6565,medium
35,186,117,0.1464,10,2297,0.3558,157,156,18,1.9243,10.3939,0.3434,541,1018,0.3136,high
19,162,157,0.0529,6,1909,0.3774,125,149,20,4.5256,14.4309,0.373,640,933,0.4283,high
73,91,70,0.0195,1,888,0.0733,330,407,7,0.6337,3.8239,0.0666,320,2675,0.8613,low
24,173,118,0.0879,5,2881,0.3385,140,214,18,2.4562,15.8898,0.3965,661,1193,0.3681,high
64,84,71,0.0196,1,563,0.1022,302,499,8,0.9568,4.5268,0.1092,373,3368,0.7374,low
70,109,84,0.0023,2,899,0.0474,272,484,9,1.2379,5.3654,0.0822,233,3333,0.8078,low
38,127,116,0.0537,3,1278,0.2258,228,277,13,2.0866,9.7759,0.2156,507,2743,0.6998,medium
46,122,89,0.0794,4,1391,0.1618,236,237,9,0.9056,8.315,0.1598,451,1628,0.6276,medium
64,104,95,0.0118,1,919,0.1084,304,409,8,1.2259,3.0213,0.1085,290,2846,0.8527,low
24,146,125,0.082,5,2311,0.2465,125,182,15,3.5271,11.4003,0.3146,728,1235,0.4475,high
56,90,88,0.0241,1,905,0.0187,258,443,6,0.9609,5.4076,0.0766,253,3057,0.8659,low
50,136,131,0.0696,4,1681,0.2443,222,209,10,1.9174,6.3691,0.19,501,1871,0.8195,medium
61,90,84,0.023,2,1064,0.0799,324,481,8,0.7291,6.9151,0.0615,251,2904,0.7686,low
33,119,109,0.0178,4,1175,0.2254,234,319,8,1.6059,5.6341,0.1494,470,2275,0.5984,medium
54,120,116,0.052,3,1389,0.1686,251,317,16,1.4062,8.9798,0.2047,324,2450,0.539,medium
19,162,173,0.1293,9,2421,0.2748,90,127,20,3.6983,15.9506,0.3135,375,719,0.2269,high
25,133,133,0.0928,7,2308,0.3379,85,106,18,3.0836,14.9771,0.3081,733,1267,0.4011,high
16,160,172,0.1013,7,2052,0.1652,92,159,15,3.5812,13.0264,0.4097,598,1392,0.5109,high
50,119,105,0.0635,4,1332,0.1866,217,292,6,2.0312,9.1255,0.1856,364,1755,0.6327,medium
32,140,172,0.1272,9,1873,0.3558,136,107,15,2.1713,18.6281,0.2883,635,1108,0.4529,high
31,155,134,0.1215,10,2048,0.3086,104,111,21,2.677,15.3818,0.4326,658,1029,0.4037,high
21,144,141,0.1444,6,2480,0.2852,141,130,8,3.1422,17.8981,0.4051,564,1174,0.2473,high
31,154,156,0.1193,2,2095,0.3646,136,147,19,4.119,14.5488,0.3491,627,1012,0.3483,high
45,127,122,0.0443,3,726,0.1404,212,394,14,2.0888,7.2059,0.0776,431,1738,0.7703,medium
45,122,114,0.0654,3,1289,0.0776,229,301,8,2.6513,11.0455,0.1546,444,2248,0.6854,medium
24,144,115,0.0961,7,2290,0.3914,102,234,11,2.7945,10.8411,0.3438,584,1370,0.3472,high
44,123,115,0.0331,4,1230,0.1709,213,374,16,1.2846,10.0824,0.2207,444,2260,0.7071,medium
36,160,154,0.1209,5,2244,0.3448,182,132,20,1.7232,21.836,0.3562,456,864,0.4477,high
59,84,80,0.0166,0,644,0.0911,303,342,11,0.7236,4.1069,0.0614,242,3361,0.84,low
28,165,132,0.1249,5,1612,0.3325,131,162,14,1.6112,14.9672,0.449,519,1328,0.48,high
50,95,103,0.0231,1,950,0.0659,219,356,10,1.2171,4.9372,0.0748,289,3756,0.8503,low
50,112,126,0.0501,3,1374,0.2142,238,341,12,1.1813,7.4015,0.2465,433,1928,0.5391,medium
69,99,82,0.0124,0,696,0.0684,312,344,8,0.7391,6.6206,0.0761,194,3000,0.7923,low
85,93,79,0.0241,1,869,0.1163,342,499,11,0.4885,5.0949,0.0575,273,3302,0.8921,low
46,108,109,0.0591,4,1584,0.186,207,228,10,1.7101,9.217,0.1284,530,2065,0.5834,medium
51,142,105,0.0394,2,1632,0.1904,217,307,13,1.4286,8.4218,0.0933,275,1591,0.6466,medium
24,134,152,0.1071,7,2005,0.177,104,185,18,1.7715,10.465,0.2346,379,909,0.4318,high
33,135,103,0.0638,2,1256,0.1414,193,347,18,2.0038,10.6527,0.2167,410,1991,0.6538,medium
42,111,108,0.0596,4,1785,0.1353,238,282,13,1.5802,12.3541,0.159,338,2113,0.676,medium
26,154,176,0.1889,10,1366,0.3159,155,188,17,3.6303,17.583,0.2952,736,1183,0.4839,high
67,89,81,0.0256,1,972,0.074,294,471,10,0.6756,3.8865,0.0283,294,3417,0.8799,low
60,94,94,0.0008,0,833,0.0242,298,367,6,1.1919,0.8172,0.0556,291,3674,0.7904,low
21,154,120,0.0735,6,2778,0.289,139,169,17,3.3444,12.3707,0.2943,698,861,0.4315,high
37,123,121,0.0714,2,1772,0.1159,236,357,15,1.3674,8.0397,0.1397,448,2519,0.6033,medium
68,68,87,0.0227,1,350,0.0719,346,386,10,0.743,2.8135,0.0558,244,2977,0.8816,low
55,82,77,0.0175,1,825,0.0861,303,417,6,0.9884,5.8784,0.0706,307,2809,0.7791,low
29,178,167,0.0779,9,2222,0.4325,151,176,22,3.1892,14.4479,0.3265,546,1040,0.5995,high
34,101,126,0.0542,3,1146,0.133,207,306,12,1.5667,7.9605,0.2027,610,2176,0.7099,medium
27,169,133,0.1306,9,2512,0.3627,124,263,16,3.1583,15.6462,0.3406,505,1009,0.417,high
58,86,98,0.0108,1,754,0.0842,295,360,10,1.0088,4.5477,0.0724,290,3408,0.8183,low
44,92,121,0.0778,5,1089,0.1856,249,468,12,1.4768,11.2507,0.2047,306,2340,0.4556,medium
34,135,186,0.1293,7,2107,0.3425,95,97,25,2.6152,11.5581,0.3928,751,1293,0.4193,high
41,111,125,0.0501,4,1484,0.1568,242,240,15,2.6176,7.7268,0.1861,449,2183,0.6451,medium
61,88,88,0.0235,2,805,0.053,311,420,7,1.0022,4.7889,0.0234,295,2506,0.7748,low
36,133,165,0.1526,7,1694,0.3539,150,220,12,4.1759,12.7837,0.3667,451,1208,0.3835,high
66,74,77,0.0175,1,549,0.099,309,339,10,1.2523,5.6208,0.0546,303,3057,0.8008,low
47,111,126,0.0432,2,1407,0.2038,232,369,16,1.7188,9.004,0.1512,584,2521,0.6452,medium
41,115,92,0.0608,3,1474,0.1758,243,384,13,2.2138,13.1878,0.1952,330,2819,0.8363,medium
49,124,113,0.0676,3,1215,0.1576,254,337,10,2.5676,11.3431,0.178,395,2196,0.7444,medium
49,105,81,0.0512,4,1301,0.1969,232,423,10,1.5781,9.9426,0.2021,392,2056,0.6422,medium
18,143,117,0.1063,7,2610,0.2937,82,136,17,2.8181,18.1901,0.3106,630,1440,0.3661,high
20,189,132,0.1423,9,2383,0.283,129,158,18,2.1341,9.0936,0.235,630,861,0.4704,high
10,175,145,0.0799,8,1614,0.2849,111,125,15,2.7726,12.4988,0.2128,851,1072,0.3128,high
